date,outbreak_type,outbreak_severity_0_5,total_patient_arrivals,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_general_beds,required_emergency_beds,required_isolation_beds,required_iv_fluid_units,required_ors_units,required_diagnostic_test_kits,required_antipyretic_units,required_ppe_kits,required_oxygen_cylinders,required_ambulances,available_general_beds,available_emergency_beds,available_isolation_beds,stock_iv_fluid_units,stock_ors_units,stock_diagnostic_test_kits,stock_antipyretic_units,stock_ppe_kits,available_oxygen_cylinders,available_ambulances,resource_shortage_count,overflow_patients,emergency_risk_level
2021-07-25,Malaria,4,146,74,56,6,10,9,2,2,1,1,1,2,6,1,2,2,1,5,4,8,25,11,48,92,59,2,1,38,10,8,27,22,60,120,66,9,2,0,0,High
2021-07-26,Malaria,4,165,89,59,8,9,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,26,11,51,98,62,2,1,42,11,9,24,22,43,132,52,9,2,3,0,High
2021-07-27,Malaria,4,174,95,59,12,8,10,2,2,1,1,1,2,7,1,2,2,1,6,4,8,27,11,51,98,63,2,1,37,15,9,30,18,55,95,51,9,2,2,0,High
2021-07-28,Malaria,4,177,101,56,6,14,11,2,2,1,1,1,2,7,1,2,2,1,7,5,8,26,11,48,95,60,2,1,41,9,6,33,22,56,126,52,10,2,2,0,High
2021-07-29,Malaria,4,166,90,57,11,8,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,26,11,49,95,60,2,1,44,14,8,34,20,43,91,71,9,2,2,0,High
2021-07-30,Malaria,4,153,82,58,6,7,9,2,2,1,1,1,2,6,1,2,2,1,5,4,8,24,11,50,96,61,2,1,41,11,9,28,18,42,113,76,10,2,1,0,High
2021-07-31,Malaria,4,150,75,58,6,11,9,2,2,1,1,1,2,6,1,2,2,1,5,4,8,26,11,50,95,61,2,1,37,15,9,32,16,52,91,57,7,2,2,0,High
2021-08-01,Malaria,4,153,74,62,7,10,10,2,2,1,1,1,2,6,1,2,2,1,6,4,9,27,12,53,101,64,2,1,38,11,8,34,20,66,113,89,7,2,1,0,High
2021-08-02,Malaria,4,180,90,72,4,14,13,2,3,1,1,1,2,7,1,2,2,1,8,5,10,31,13,62,117,74,3,1,42,12,7,29,21,83,150,85,6,3,2,0,High
2021-08-03,Malaria,4,171,90,66,11,4,11,2,2,1,1,1,2,7,1,2,2,1,7,4,9,28,12,57,108,69,2,1,39,8,8,35,17,52,116,69,14,2,2,0,High
2021-08-04,Malaria,4,172,95,58,7,12,11,2,2,1,1,1,2,7,1,2,2,1,7,5,9,26,11,50,97,62,2,1,42,11,8,24,17,45,104,68,10,2,3,0,High
2021-08-05,Malaria,4,161,81,65,10,5,9,2,2,1,1,1,2,6,1,2,2,1,5,3,9,27,12,56,106,67,2,1,42,13,9,27,18,54,124,90,1,2,2,0,High
2021-08-06,Malaria,4,154,82,61,6,5,9,2,2,1,1,1,2,6,1,2,2,1,5,3,8,25,11,52,100,63,2,1,44,11,9,25,20,68,107,59,7,2,1,0,High
2021-08-07,Malaria,4,151,76,59,5,11,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,26,11,51,97,62,2,1,41,10,7,34,17,61,116,88,10,2,1,0,High
2021-08-08,Malaria,4,136,62,57,7,10,9,2,2,1,1,1,2,5,1,2,2,1,5,4,8,25,11,49,92,59,2,1,41,13,8,24,19,58,110,47,9,2,2,0,High
2021-08-09,None,0,129,92,23,7,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,5,11,44,19,1,1,38,10,7,14,12,12,49,24,9,2,0,0,Normal
2021-08-10,None,0,136,93,29,10,4,8,2,1,1,1,1,2,5,1,1,2,1,5,3,4,14,6,14,53,22,1,1,46,11,5,18,15,11,53,18,9,2,2,0,Watch
2021-08-11,None,0,164,101,34,6,23,12,2,1,2,1,1,2,6,1,1,2,1,7,6,5,21,7,16,62,25,2,1,46,10,7,22,17,12,75,32,9,2,1,0,Watch
2021-08-12,None,0,137,89,22,11,15,9,2,1,1,1,1,2,5,1,1,2,1,5,5,3,15,4,10,42,18,2,1,46,11,8,18,13,9,46,23,9,2,1,0,Watch
2021-08-13,None,0,123,84,27,6,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,5,13,49,21,1,1,39,9,7,16,13,17,62,27,6,2,0,0,Normal
2021-08-14,None,0,108,73,22,3,10,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,12,4,10,41,17,1,1,41,14,8,10,13,12,41,19,10,2,1,0,Watch
2021-08-15,None,0,105,64,22,7,12,8,2,1,1,1,1,2,4,1,1,1,1,5,4,3,14,4,10,40,17,2,1,36,9,10,17,11,12,38,18,11,2,1,0,Watch
2021-08-16,None,0,141,96,28,4,13,8,2,1,1,1,1,2,6,1,1,2,1,5,4,3,15,6,13,52,22,2,1,35,9,5,18,16,16,66,25,7,2,0,0,Normal
2021-08-17,None,0,132,91,24,12,5,5,2,1,1,1,1,2,5,1,1,2,1,3,2,3,13,5,11,46,19,1,1,42,13,10,16,15,9,63,18,9,2,2,0,Watch
2021-08-18,None,0,147,97,33,5,12,8,2,1,1,1,1,2,6,1,1,2,1,5,4,4,17,6,15,60,25,2,1,39,9,12,21,16,19,65,20,10,2,1,0,Watch
2021-08-19,Dengue,4,176,89,71,10,6,10,2,3,1,1,1,2,7,1,2,2,1,6,4,9,30,13,61,116,73,3,1,37,13,8,34,19,57,117,62,8,2,3,0,High
2021-08-20,Dengue,4,175,90,71,7,7,11,2,3,1,1,1,2,7,1,2,2,1,7,4,10,29,13,61,116,73,3,1,48,10,7,35,18,53,141,88,9,2,2,0,High
2021-08-21,Dengue,4,162,79,67,5,11,12,2,2,1,1,1,2,6,1,2,2,1,7,5,10,28,13,57,109,69,3,1,38,11,8,31,20,54,110,67,9,2,3,0,High
2021-08-22,Dengue,4,166,76,72,7,11,13,2,3,1,1,1,2,6,1,2,2,1,8,5,10,31,13,62,116,73,3,1,47,9,4,29,18,78,118,102,10,2,2,0,High
2021-08-23,Dengue,4,180,95,71,5,9,11,2,3,1,1,1,2,7,1,2,2,1,7,4,10,29,13,61,116,73,3,1,44,11,9,30,21,77,159,66,7,2,2,0,High
2021-08-24,Dengue,4,179,97,63,12,7,11,2,2,1,1,1,2,7,1,2,2,1,7,4,9,28,12,54,105,66,2,1,44,11,8,33,21,71,134,59,10,2,2,0,High
2021-08-25,Dengue,4,188,107,66,4,11,12,2,2,1,1,1,3,7,1,2,2,1,7,5,10,28,12,57,110,70,3,1,37,11,8,29,21,65,140,100,12,2,1,0,High
2021-08-26,Dengue,4,176,87,75,10,4,11,2,3,1,1,1,2,7,1,2,2,1,7,4,10,30,14,64,122,77,3,1,43,12,8,33,21,75,139,111,7,2,1,0,High
2021-08-27,Dengue,4,176,95,68,6,7,10,2,2,1,1,1,2,7,1,2,2,1,6,4,9,28,13,58,112,71,2,1,38,10,8,32,24,46,115,71,7,2,2,0,High
2021-08-28,Dengue,4,156,80,64,3,9,10,2,2,1,1,1,2,6,1,2,2,1,6,4,9,26,12,55,104,66,2,1,48,12,10,27,19,55,102,93,8,1,1,0,High
2021-08-29,Dengue,4,159,74,70,5,10,10,2,2,1,1,1,2,6,1,2,2,1,6,4,9,29,13,60,113,71,3,1,51,11,8,36,23,54,138,57,9,0,4,0,High
2021-08-30,Dengue,4,180,101,68,6,5,10,2,2,1,1,1,2,7,1,2,2,1,6,4,9,27,13,58,113,71,2,1,44,11,8,23,26,69,109,59,9,3,4,0,High
2021-08-31,Dengue,4,177,93,65,11,8,12,2,2,1,1,1,2,7,1,2,2,1,7,4,10,28,12,56,107,68,2,1,39,11,11,32,21,55,130,69,10,2,1,0,High
2021-09-01,Dengue,4,193,106,68,7,12,13,2,2,1,1,1,3,7,1,2,2,1,8,5,10,30,13,58,113,72,3,1,42,10,10,34,20,76,126,100,8,3,0,0,High
2021-09-02,Dengue,4,177,97,64,10,6,11,2,2,1,1,1,2,7,1,2,2,1,7,4,9,27,12,55,106,67,2,1,47,11,9,31,20,44,122,60,10,2,2,0,High
2021-09-03,Dengue,4,168,93,66,4,5,10,2,2,1,1,1,2,6,1,2,2,1,6,4,9,26,12,57,109,68,2,1,44,12,6,29,25,50,137,62,9,2,3,0,High
2021-09-04,Dengue,4,163,82,65,5,11,10,2,2,1,1,1,2,6,1,2,2,1,6,4,9,28,12,56,106,67,3,1,46,8,7,24,24,47,123,87,9,2,3,0,High
2021-09-05,Dengue,4,164,81,66,9,8,11,2,2,1,1,1,2,6,1,2,2,1,7,4,9,28,12,57,108,68,2,1,44,11,8,29,21,62,134,78,7,2,1,0,High
2021-09-06,Dengue,4,176,94,72,3,7,11,2,3,1,1,1,2,7,1,2,2,1,7,4,10,29,13,62,118,74,3,1,43,10,9,26,25,53,133,93,7,2,3,0,High
2021-09-07,Dengue,4,179,92,67,11,9,12,2,2,1,1,1,2,7,1,2,2,1,7,5,10,29,13,57,110,70,3,1,42,11,6,28,20,65,130,67,12,3,3,0,High
2021-09-08,Dengue,4,191,102,73,5,11,14,2,3,1,1,1,3,7,1,2,2,1,8,5,11,31,14,63,120,76,3,1,34,10,7,39,24,65,109,83,6,2,2,0,High
2021-09-09,Dengue,4,177,90,68,12,7,12,2,2,1,1,1,2,7,1,2,2,1,7,4,10,29,13,58,111,71,2,1,53,11,10,25,26,51,151,85,8,2,2,0,High
2021-09-10,Dengue,4,168,92,65,5,6,11,2,2,1,1,1,2,6,1,2,2,1,7,4,9,26,12,56,107,67,2,1,43,12,9,27,24,57,118,64,8,3,1,0,High
2021-09-11,Dengue,4,166,81,69,5,11,12,2,2,1,1,1,2,6,1,2,2,1,7,5,10,29,13,59,112,71,3,1,45,12,7,27,21,57,105,72,9,2,4,0,High
2021-09-12,Dengue,4,161,78,64,6,13,11,2,2,1,1,1,2,6,1,2,2,1,7,5,9,28,12,55,104,66,3,1,45,9,5,29,18,64,118,78,8,2,1,0,High
2021-09-13,Dengue,4,186,94,78,4,10,14,2,3,1,1,1,3,7,1,2,2,1,8,5,11,32,15,67,127,81,3,1,41,11,7,37,20,81,170,94,10,2,1,0,High
2021-09-14,Dengue,4,179,94,72,10,3,11,2,3,1,1,1,2,7,1,2,2,1,7,4,10,29,13,62,118,74,2,1,42,10,8,26,18,60,129,96,9,2,3,0,High
2021-09-15,Dengue,4,200,103,75,6,16,12,2,3,1,1,1,3,8,1,2,2,1,7,5,10,33,14,64,123,79,3,1,43,10,8,41,23,61,149,86,9,2,2,0,High
2021-09-16,Dengue,4,169,87,67,9,6,10,2,2,1,1,1,2,7,1,2,2,1,6,4,9,28,13,57,110,70,2,1,33,12,3,27,22,50,105,74,11,2,4,0,High
2021-09-17,Dengue,4,167,88,67,5,7,11,2,2,1,1,1,2,6,1,2,2,1,7,4,9,27,13,57,110,69,2,1,48,16,7,26,23,58,113,88,8,2,2,0,High
2021-09-18,Dengue,4,164,80,71,4,9,10,2,3,1,1,1,2,6,1,2,2,1,6,4,9,29,13,61,115,72,3,1,44,10,5,38,22,70,128,101,9,2,1,0,High
2021-09-19,Dengue,4,161,73,75,4,9,12,2,3,1,1,1,2,6,1,2,2,1,7,5,10,30,14,64,120,76,3,1,33,16,11,36,26,66,117,103,8,2,1,0,High
2021-09-20,Dengue,4,176,94,71,6,5,10,2,3,1,1,1,2,7,1,2,2,1,6,4,9,28,13,61,116,73,2,1,42,9,9,33,23,49,121,100,9,2,1,0,High
2021-09-21,Dengue,4,177,93,66,10,8,13,2,2,1,1,1,2,7,1,2,2,1,8,5,10,28,12,57,109,69,2,1,41,11,10,30,23,52,133,91,13,2,1,0,High
2021-09-22,Dengue,4,185,102,65,3,15,11,2,2,1,1,1,3,7,1,2,2,1,7,5,9,28,12,56,108,69,3,1,43,8,9,30,25,45,105,66,9,2,3,0,High
2021-09-23,Dengue,4,178,91,69,11,7,12,2,2,1,1,1,2,7,1,2,2,1,7,4,10,29,13,59,113,72,3,1,44,11,9,29,23,58,131,64,9,1,3,0,High
2021-09-24,Dengue,4,172,87,72,4,9,11,2,3,1,1,1,2,7,1,2,2,1,7,4,10,29,13,62,117,74,3,1,40,7,7,37,19,78,137,68,13,2,2,0,High
2021-09-25,Dengue,4,159,79,62,4,14,10,2,2,1,1,1,2,6,1,2,2,1,6,5,9,27,12,53,101,64,3,1,47,11,5,32,22,53,93,74,14,2,2,0,High
2021-09-26,Dengue,4,161,75,69,5,12,13,2,2,1,1,1,2,6,1,2,2,1,8,5,10,29,13,59,111,71,3,1,39,9,10,32,26,79,143,84,11,2,0,0,High
2021-09-27,Dengue,4,177,96,69,4,8,11,2,2,1,1,1,2,7,1,2,2,1,7,4,10,28,13,59,114,72,3,1,43,10,10,35,24,69,154,90,9,2,0,0,High
2021-09-28,Dengue,4,182,101,66,9,6,13,2,2,1,1,1,3,7,1,2,2,1,8,4,10,28,12,57,110,70,2,1,42,10,7,35,20,73,140,100,9,3,1,0,High
2021-09-29,Dengue,4,188,100,72,3,13,11,2,3,1,1,1,3,7,1,2,2,1,7,5,10,30,13,62,118,75,3,1,42,11,8,38,20,62,148,66,11,1,2,0,High
2021-09-30,Dengue,4,179,86,74,10,9,13,2,3,1,1,1,2,7,1,2,2,1,8,5,11,32,14,63,120,76,3,1,51,11,8,33,25,78,152,66,9,2,2,0,High
2021-10-01,Dengue,4,164,91,60,6,7,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,25,11,51,100,62,2,1,40,13,8,22,19,64,98,52,8,2,3,0,High
2021-10-02,None,0,107,72,17,5,13,8,2,1,1,1,1,2,4,1,1,1,1,5,4,3,12,4,8,33,15,1,1,42,11,11,13,11,8,33,16,9,2,0,0,Normal
2021-10-03,None,0,104,69,18,6,11,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,4,9,34,15,1,1,42,11,7,11,12,10,31,15,11,2,2,0,Watch
2021-10-04,None,0,115,85,17,6,7,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,4,8,34,16,1,1,44,8,10,9,13,10,38,17,11,2,1,0,Watch
2021-10-05,None,0,124,86,22,9,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,4,10,42,18,1,1,33,15,9,13,13,10,58,14,4,2,1,0,Watch
2021-10-06,None,0,131,93,19,6,13,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,38,17,1,1,44,7,8,12,12,7,50,23,9,2,2,0,Watch
2021-10-07,None,0,125,90,17,13,5,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,4,8,35,16,1,1,32,11,8,11,13,10,37,21,9,2,0,0,Normal
2021-10-08,None,0,105,82,11,4,8,5,2,1,1,1,1,2,4,1,1,1,1,3,3,2,8,2,5,25,12,1,1,48,10,6,9,10,3,30,16,12,2,1,0,Watch
2021-10-09,None,0,103,68,18,4,13,8,2,1,1,1,1,2,4,1,1,1,1,5,4,3,12,4,9,34,15,1,1,42,11,7,10,13,7,44,12,9,2,3,0,High
2021-10-10,None,0,97,69,10,6,12,8,2,1,1,1,1,2,4,1,1,1,1,5,4,3,9,2,5,22,11,1,1,42,9,7,8,9,5,21,15,10,2,2,0,Watch
2021-10-11,None,0,115,87,14,6,8,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,3,7,30,14,1,1,36,11,7,9,11,8,27,17,9,2,1,0,Watch
2021-10-12,None,0,129,91,13,12,13,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,6,29,14,1,1,39,11,8,13,12,7,36,18,5,2,0,0,Normal
2021-10-13,None,0,122,92,12,5,13,6,2,1,1,1,1,2,5,1,1,2,1,4,4,2,10,3,6,28,13,1,1,39,11,8,12,11,5,37,11,7,2,2,0,Watch
2021-10-14,None,0,129,89,14,9,17,8,2,1,1,1,1,2,5,1,1,2,1,5,5,3,13,3,7,30,14,2,1,34,11,7,13,12,5,31,14,10,2,1,0,Watch
2021-10-15,None,0,118,86,12,4,16,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,10,3,6,27,13,1,1,36,14,7,9,11,5,34,10,11,2,3,0,High
2021-10-16,None,0,103,68,19,5,11,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,4,9,36,16,1,1,42,14,6,14,12,7,42,15,9,2,2,0,Watch
2021-10-17,None,0,110,69,14,4,23,9,2,1,2,1,1,2,4,1,1,1,1,5,6,3,13,3,7,28,13,2,1,53,12,8,12,10,7,31,18,10,2,1,0,Watch
2021-10-18,None,0,113,87,14,5,7,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,3,7,30,14,1,1,43,10,8,8,12,8,29,14,7,2,2,0,Watch
2021-10-19,None,0,129,91,12,12,14,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,6,28,13,1,1,40,12,10,13,11,7,32,13,11,2,0,0,Normal
2021-10-20,None,0,127,94,13,5,15,7,2,1,1,1,1,2,5,1,1,2,1,4,4,3,11,3,6,29,14,1,1,38,11,8,10,11,4,28,14,9,2,3,0,High
2021-10-21,None,0,113,81,14,10,8,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,3,7,30,14,1,1,34,12,8,10,11,6,29,13,8,2,3,0,High
2021-10-22,None,0,108,81,14,6,7,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,9,3,7,30,13,1,1,44,9,8,8,12,6,34,16,8,2,2,0,Watch
2021-10-23,None,0,119,75,18,4,22,9,2,1,2,1,1,2,5,1,1,1,1,5,5,3,14,4,9,35,16,2,1,43,11,7,12,12,8,32,13,12,2,4,0,High
2021-10-24,None,0,98,67,17,4,10,6,2,1,1,1,1,2,4,1,1,1,1,4,3,3,10,4,8,33,15,1,1,42,8,10,9,11,10,39,17,9,2,1,0,Watch
2021-10-25,None,0,128,92,16,5,15,7,2,1,1,1,1,2,5,1,1,2,1,4,4,3,12,3,8,34,15,1,1,43,12,10,12,11,6,33,15,10,2,2,0,Watch
2021-10-26,None,0,118,89,14,9,6,5,2,1,1,1,1,2,5,1,1,1,1,3,2,2,9,3,7,30,14,1,1,50,11,9,11,11,7,37,13,11,2,1,0,Watch
2021-10-27,None,0,119,96,10,4,9,4,2,1,1,1,1,2,5,1,1,1,1,3,3,2,8,2,5,25,12,1,1,46,11,10,7,10,5,27,16,7,2,1,0,Watch
2021-10-28,None,0,112,82,14,10,6,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,10,3,7,30,13,1,1,44,13,7,13,10,6,36,11,9,2,2,0,Watch
2021-10-29,None,0,120,80,15,5,20,7,2,1,2,1,1,2,5,1,1,1,1,4,5,3,13,3,7,31,15,2,1,41,13,8,12,11,7,39,17,10,0,2,0,Watch
2021-10-30,None,0,118,80,14,4,20,7,2,1,2,1,1,2,5,1,1,1,1,4,5,3,12,3,7,29,14,2,1,48,10,8,10,11,7,39,18,10,2,1,0,Watch
2021-10-31,None,0,100,70,13,6,11,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,10,3,6,27,13,1,1,49,14,8,9,10,4,31,11,9,2,3,0,High
2021-11-01,None,0,115,85,17,5,8,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,4,8,34,16,1,1,42,11,8,11,13,8,46,20,9,2,0,0,Normal
2021-11-02,None,0,122,87,15,10,10,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,7,32,15,1,1,36,9,8,13,11,6,41,17,7,2,1,0,Watch
2021-11-03,None,0,124,90,18,5,11,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,4,9,36,16,1,1,40,11,8,13,13,6,36,19,3,2,1,0,Watch
2021-11-04,None,0,135,93,18,10,14,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,37,16,2,1,45,14,12,13,12,7,44,23,12,2,1,0,Watch
2021-11-05,None,0,106,79,14,5,8,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,9,3,7,29,13,1,1,33,9,9,11,10,9,38,14,9,2,0,0,Normal
2021-11-06,None,0,98,66,16,7,9,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,11,3,8,31,14,1,1,40,7,3,11,10,7,43,18,11,2,1,0,Watch
2021-11-07,None,0,99,68,14,6,11,8,2,1,1,1,1,2,4,1,1,1,1,5,4,3,10,3,7,28,13,1,1,43,11,8,12,10,9,37,13,7,2,0,0,Normal
2021-11-08,None,0,117,90,16,5,6,5,2,1,1,1,1,2,5,1,1,1,1,3,2,2,9,3,8,33,15,1,1,44,10,10,11,10,8,38,16,10,2,0,0,Normal
2021-11-09,None,0,128,90,14,11,13,7,2,1,1,1,1,2,5,1,1,2,1,4,4,3,12,3,7,30,14,1,1,40,13,11,14,12,9,41,16,9,2,0,0,Normal
2021-11-10,Mass_Casualty,4,220,112,15,5,88,24,3,1,5,1,1,3,8,1,1,2,4,14,17,9,33,3,7,34,25,4,3,38,11,7,33,11,7,46,26,10,2,3,0,High
2021-11-11,None,0,141,93,18,11,19,9,2,1,2,1,1,2,6,1,1,2,1,5,5,3,15,4,9,37,17,2,1,35,11,7,15,13,9,43,15,9,2,1,0,Watch
2021-11-12,None,0,114,85,16,6,7,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,3,8,33,15,1,1,42,10,6,11,11,7,45,18,8,2,1,0,Watch
2021-11-13,None,0,103,74,14,6,9,5,2,1,1,1,1,2,4,1,1,1,1,3,3,2,10,3,7,29,13,1,1,39,10,7,8,10,8,38,11,9,2,2,0,Watch
2021-11-14,None,0,88,64,10,6,8,5,2,1,1,1,1,1,4,1,1,1,1,3,3,2,8,2,5,22,10,1,1,42,11,8,6,10,6,20,13,8,2,2,0,Watch
2021-11-15,None,0,120,91,16,5,8,5,2,1,1,1,1,2,5,1,1,1,1,3,3,2,10,3,8,34,15,1,1,41,13,8,13,11,9,40,14,9,2,1,0,Watch
2021-11-16,None,0,121,87,16,10,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,3,8,33,15,1,1,42,8,7,11,12,6,42,17,10,2,1,0,Watch
2021-11-17,None,0,131,100,14,5,12,7,2,1,1,1,1,2,5,1,1,2,1,4,4,3,10,3,7,31,14,1,1,38,11,5,9,11,9,29,17,9,2,2,0,Watch
2021-11-18,None,0,116,81,18,9,8,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,9,36,16,1,1,39,10,7,13,11,9,43,14,12,2,1,0,Watch
2021-11-19,None,0,109,78,17,6,8,6,2,1,1,1,1,2,4,1,1,1,1,4,3,3,10,4,8,34,15,1,1,41,10,8,9,12,6,37,12,8,2,3,0,High
2021-11-20,None,0,102,70,16,5,11,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,11,3,8,31,14,1,1,39,10,8,9,11,8,36,18,10,2,1,0,Watch
2021-11-21,None,0,102,69,17,5,11,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,11,4,8,33,15,1,1,47,10,11,10,12,7,32,16,8,2,3,0,High
2021-11-22,None,0,121,88,19,7,7,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,38,17,1,1,47,9,11,10,12,7,38,15,11,2,3,0,High
2021-11-23,None,0,124,86,22,11,5,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,10,42,18,1,1,44,11,8,10,13,11,47,20,7,2,1,0,Watch
2021-11-24,None,0,133,96,18,5,14,7,2,1,1,1,1,2,5,1,1,2,1,4,4,3,12,4,9,37,16,2,1,50,11,11,14,12,10,46,20,9,2,0,0,Normal
2021-11-25,None,0,113,84,14,10,5,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,3,7,30,14,1,1,42,12,7,10,11,7,36,13,12,3,1,0,Watch
2021-11-26,None,0,107,80,11,8,8,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,9,2,5,25,12,1,1,45,12,6,11,10,4,29,9,10,3,2,0,Watch
2021-11-27,None,0,116,78,16,5,17,9,2,1,1,1,1,2,5,1,1,1,1,5,5,3,12,3,8,32,15,2,1,49,13,9,10,12,7,31,19,10,2,3,0,High
2021-11-28,None,0,94,65,10,7,12,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,9,2,5,22,11,1,1,43,11,4,11,10,5,28,9,8,2,1,0,Watch
2021-11-29,None,0,118,88,19,5,6,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,4,9,38,17,1,1,46,13,7,12,13,6,47,19,11,2,1,0,Watch
2021-11-30,None,0,136,92,15,12,17,8,2,1,1,1,1,2,5,1,1,2,1,5,5,3,14,3,7,32,15,2,1,43,11,7,17,12,8,41,17,9,2,0,0,Normal
2021-12-01,None,0,126,94,18,6,8,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,37,16,1,1,38,11,7,10,12,8,41,14,9,2,3,0,High
2021-12-02,None,0,122,86,18,11,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,9,36,16,1,1,41,11,9,13,11,10,33,16,9,2,1,0,Watch
2021-12-03,None,0,114,83,19,5,7,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,4,9,37,17,1,1,40,9,8,10,13,11,43,16,9,2,1,0,Watch
2021-12-04,None,0,99,68,15,4,12,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,10,3,7,30,14,1,1,42,12,6,8,11,6,37,19,9,1,2,0,Watch
2021-12-05,None,0,95,62,18,4,11,5,2,1,1,1,1,2,4,1,1,1,1,3,3,2,11,4,9,34,15,1,1,41,12,9,11,11,10,42,12,8,2,1,0,Watch
2021-12-06,None,0,112,90,11,5,6,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,7,2,5,26,12,1,1,42,11,7,6,10,4,31,12,8,2,2,0,Watch
2021-12-07,None,0,122,88,14,10,10,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,11,3,7,30,14,1,1,42,17,8,11,11,8,28,15,6,2,1,0,Watch
2021-12-08,None,0,128,93,15,8,12,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,7,32,15,1,1,42,10,5,12,12,5,29,16,9,2,2,0,Watch
2021-12-09,None,0,118,84,17,10,7,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,8,34,16,1,1,43,12,7,13,11,8,34,12,9,2,1,0,Watch
2021-12-10,None,0,118,85,18,8,7,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,9,36,16,1,1,38,12,9,12,13,7,49,13,6,2,2,0,Watch
2021-12-11,None,0,111,73,18,7,13,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,4,9,35,15,1,1,41,13,7,15,11,9,34,12,7,2,2,0,Watch
2021-12-12,None,0,101,68,19,4,10,5,2,1,1,1,1,2,4,1,1,1,1,3,3,2,11,4,9,36,16,1,1,39,8,5,13,13,7,40,14,9,2,2,0,Watch
2021-12-13,None,0,119,90,18,6,5,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,4,9,36,16,1,1,38,8,7,10,13,10,32,16,10,1,1,0,Watch
2021-12-14,None,0,120,86,16,10,8,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,11,3,8,33,15,1,1,44,9,7,11,10,8,43,21,9,2,0,0,Normal
2021-12-15,None,0,128,88,18,7,15,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,36,16,2,1,46,11,9,17,11,9,36,21,10,2,0,0,Normal
2021-12-16,None,0,120,86,14,12,8,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,11,3,7,30,14,1,1,44,11,8,11,11,6,36,14,12,2,1,0,Watch
