date,day_of_week,day_of_week_num,week_of_year,month,season,is_weekend,public_holiday,festival_flag,weekly_market_day,vaccination_camp_flag,maternal_clinic_day,local_event_intensity,rainfall_mm,temperature_max_c,temperature_min_c,humidity_pct,outbreak_type,outbreak_severity_0_5,surveillance_alert,affected_villages,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,total_patient_arrivals,patients_lag_1,patients_lag_2,patients_lag_7,rolling_mean_7,rolling_std_7,patients_lag_14,rolling_mean_14,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_general_beds,required_emergency_beds,required_isolation_beds,required_iv_fluid_units,required_ors_units,required_diagnostic_test_kits,required_antipyretic_units,required_ppe_kits,required_oxygen_cylinders,required_ambulances,available_general_beds,available_emergency_beds,available_isolation_beds,stock_iv_fluid_units,stock_ors_units,stock_diagnostic_test_kits,stock_antipyretic_units,stock_ppe_kits,available_oxygen_cylinders,available_ambulances,resource_shortage_count,overflow_patients,emergency_risk_level
2021-02-08,Monday,1,6,2,Winter,0,0,0,0,0,0,0,0.0,25.6,17.2,51.2,,0,0,0,89,21,8,7,7,125,112.0,105.0,114.0,118.57,10.78,168.0,137.0,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,10,41,18,1,1,42,11,6,15,13,9,44,15,12,2,2,0,Watch
2021-02-09,Tuesday,2,6,2,Winter,0,0,0,0,0,1,0,0.0,24.7,15.5,44.5,,0,0,0,90,16,12,7,9,125,125.0,112.0,123.0,120.14,10.8,172.0,133.93,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,8,33,15,1,1,45,11,8,14,10,9,43,13,11,1,1,0,Watch
2021-02-10,Wednesday,3,6,2,Winter,0,0,0,1,0,0,1,0.0,23.7,15.4,60.3,,0,0,0,104,21,8,12,8,145,125.0,125.0,141.0,120.43,10.9,183.0,130.57,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,10,42,19,2,1,43,12,7,11,12,11,57,20,9,2,1,0,Watch
2021-02-11,Thursday,4,6,2,Winter,0,0,0,0,0,1,0,0.0,24.5,15.4,58.0,,0,0,0,86,21,14,6,7,127,145.0,125.0,122.0,121.0,12.01,177.0,127.86,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,4,10,41,18,1,1,45,15,9,12,11,8,47,18,9,2,2,0,Watch
2021-02-12,Friday,5,6,2,Winter,0,0,0,0,0,0,0,0.0,25.1,15.2,50.9,,0,0,0,84,21,6,5,5,116,127.0,145.0,113.0,121.71,12.2,165.0,124.29,2,1,1,1,1,2,5,1,1,1,1,3,2,3,11,4,10,40,18,1,1,30,11,8,13,13,13,47,18,10,2,0,0,Normal
2021-02-13,Saturday,6,6,2,Winter,1,0,0,0,0,0,0,0.0,25.0,16.3,54.3,,0,0,0,71,21,7,12,6,111,116.0,127.0,105.0,122.14,11.93,121.0,120.79,2,1,1,1,1,2,4,1,1,1,1,4,3,3,13,4,10,39,17,2,1,39,11,6,17,13,7,54,22,9,2,1,0,Watch
2021-02-14,Sunday,7,6,2,Winter,1,0,0,0,0,0,0,0.0,24.6,16.3,52.4,,0,0,0,74,20,9,10,8,113,111.0,116.0,112.0,123.0,10.84,102.0,120.07,2,1,1,1,1,2,5,1,1,1,1,5,4,3,13,4,9,38,17,1,1,48,11,7,13,12,10,44,16,9,3,1,0,Watch
2021-02-15,Monday,1,7,2,Winter,0,0,0,0,0,0,0,0.0,27.0,21.0,49.4,,0,0,0,96,14,8,7,7,125,113.0,111.0,125.0,123.14,10.7,114.0,120.86,2,1,1,1,1,2,5,1,1,2,1,4,3,3,9,3,7,31,14,1,1,36,11,10,7,11,6,42,16,9,2,2,0,Watch
2021-02-16,Tuesday,2,7,2,Winter,0,0,0,0,0,1,0,0.0,23.7,16.5,62.2,,0,0,0,92,17,14,6,7,129,125.0,113.0,125.0,123.14,10.7,123.0,121.64,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,8,35,16,1,1,46,13,7,13,13,7,44,13,12,2,2,0,Watch
2021-02-17,Wednesday,3,7,2,Winter,0,0,0,1,0,0,1,0.0,23.9,16.0,52.9,,0,0,0,101,18,9,11,7,139,129.0,125.0,145.0,123.71,10.89,141.0,122.07,2,1,1,1,1,2,5,1,1,2,1,4,4,3,12,4,9,38,16,1,1,39,9,8,12,11,8,51,18,8,1,1,0,Watch
2021-02-18,Thursday,4,7,2,Winter,0,0,0,0,0,1,0,0.0,24.9,15.3,48.6,,0,0,0,85,15,13,4,8,117,139.0,129.0,127.0,122.86,9.3,122.0,121.93,2,1,1,1,1,2,5,1,1,1,1,5,3,3,10,3,7,31,15,1,1,34,11,7,13,11,8,29,13,9,2,2,0,Watch
2021-02-19,Friday,5,7,2,Winter,0,0,0,0,0,0,0,0.0,26.1,17.0,47.2,,0,0,0,88,21,8,8,7,125,117.0,139.0,116.0,121.43,9.32,113.0,121.57,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,10,41,18,1,1,47,12,5,13,12,11,39,18,9,2,1,0,Watch
2021-02-20,Saturday,6,7,2,Winter,1,0,0,0,0,0,0,0.0,24.3,15.7,55.1,,0,0,0,74,20,7,11,8,112,125.0,117.0,111.0,122.71,9.1,105.0,122.43,2,1,1,1,1,2,4,1,1,1,1,5,4,3,13,4,9,38,16,1,1,41,10,7,13,11,8,46,17,7,1,1,0,Watch
2021-02-21,Sunday,7,7,2,Winter,1,0,0,0,0,0,0,0.0,26.6,17.6,49.7,,0,0,0,72,16,9,12,7,109,112.0,125.0,113.0,122.86,8.92,112.0,122.93,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,3,8,32,14,1,1,47,14,9,14,11,6,34,17,9,3,1,0,Watch
2021-02-22,Monday,1,8,2,Winter,0,0,0,0,0,0,0,0.0,26.3,17.4,42.0,,0,0,0,92,16,7,6,5,121,109.0,112.0,125.0,122.29,9.63,125.0,122.71,2,1,1,1,1,2,5,1,1,2,1,3,2,2,10,3,8,34,15,1,1,44,12,8,10,11,8,32,14,9,2,2,0,Watch
2021-02-23,Tuesday,2,8,2,Winter,0,0,0,0,0,1,0,0.0,25.7,17.2,45.3,,0,0,0,91,16,13,9,9,129,121.0,109.0,129.0,121.71,9.57,125.0,122.43,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,8,34,15,1,1,45,11,9,12,10,6,43,13,10,2,2,0,Watch
2021-02-24,Wednesday,3,8,2,Winter,0,0,0,1,0,0,1,0.0,23.8,15.0,56.3,,0,0,0,96,20,8,12,8,136,129.0,121.0,139.0,121.71,9.57,145.0,122.71,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,40,17,1,1,44,12,11,13,11,9,45,18,9,2,0,0,Normal
2021-02-25,Thursday,4,8,2,Winter,0,0,0,0,0,1,0,0.0,24.4,15.6,53.9,,0,0,0,86,13,14,5,7,118,136.0,129.0,117.0,121.29,8.83,127.0,122.07,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,3,6,29,14,1,1,42,12,11,12,10,7,29,11,9,3,1,0,Watch
2021-02-26,Friday,5,8,2,Winter,0,0,0,0,0,0,0,0.0,26.3,17.6,57.6,,0,0,0,89,20,7,8,7,124,118.0,136.0,125.0,121.43,8.76,116.0,121.43,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,9,39,17,1,1,40,10,6,11,11,11,36,21,9,2,2,0,Watch
2021-02-27,Saturday,6,8,2,Winter,1,0,0,0,0,0,0,0.0,26.7,19.5,51.6,,0,0,0,76,15,10,15,9,116,124.0,118.0,112.0,121.29,8.71,111.0,122.0,2,1,1,1,1,2,5,1,1,1,1,5,5,3,13,3,7,31,15,1,1,40,12,7,11,10,7,36,20,9,2,1,0,Watch
2021-02-28,Sunday,7,8,2,Winter,1,0,0,0,0,0,0,0.1,23.6,16.6,48.3,,0,0,0,74,19,8,9,7,110,116.0,124.0,109.0,121.86,8.2,113.0,122.36,2,1,1,1,1,2,4,1,1,1,1,4,3,3,12,4,9,36,16,1,1,37,10,7,13,13,8,44,12,9,2,2,0,Watch
2021-03-01,Monday,1,9,3,Summer,0,0,1,0,0,0,1,0.0,27.9,20.0,46.3,,0,0,0,102,21,7,14,9,144,110.0,116.0,121.0,122.0,7.98,125.0,122.14,2,1,1,1,1,2,6,1,1,2,1,5,4,3,14,4,10,42,19,2,1,42,12,7,17,13,12,40,21,7,2,1,0,Watch
2021-03-02,Tuesday,2,9,3,Summer,0,0,0,0,0,1,0,0.5,25.1,16.2,52.3,,0,0,0,94,19,13,7,7,133,144.0,110.0,129.0,125.29,11.04,129.0,123.5,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,9,38,17,1,1,40,9,7,13,13,9,46,18,6,2,0,0,Normal
2021-03-03,Wednesday,3,9,3,Summer,0,0,0,1,0,0,1,1.6,26.7,19.1,53.8,,0,0,0,97,18,8,13,9,136,133.0,144.0,136.0,125.86,11.32,139.0,123.79,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,37,16,1,1,42,11,4,16,13,12,46,20,11,2,0,0,Normal
2021-03-04,Thursday,4,9,3,Summer,0,0,1,0,0,1,1,1.7,27.8,20.7,53.4,,0,0,0,95,20,16,15,11,146,136.0,133.0,118.0,125.86,11.32,117.0,123.57,2,1,1,1,1,2,6,2,1,2,1,7,5,4,16,4,9,40,18,2,1,32,9,8,21,12,7,48,22,9,2,1,0,Watch
2021-03-05,Friday,5,9,3,Summer,0,0,0,0,0,0,0,0.0,23.5,16.1,35.6,,0,0,0,81,19,5,8,6,113,146.0,136.0,124.0,129.86,12.7,125.0,125.64,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,9,37,17,1,1,47,12,9,14,13,6,47,16,8,2,2,0,Watch
2021-03-06,Saturday,6,9,3,Summer,1,0,0,0,0,0,0,0.0,22.5,13.9,56.4,,0,0,0,80,23,9,8,6,120,113.0,146.0,116.0,128.29,13.95,112.0,124.79,2,1,1,1,1,2,5,1,1,1,1,4,3,3,13,5,11,43,19,1,1,35,10,8,15,14,10,57,20,9,2,1,0,Watch
2021-03-07,Sunday,7,9,3,Summer,1,0,0,0,0,0,0,0.4,25.1,19.0,54.4,,0,0,0,68,18,8,11,7,105,120.0,113.0,110.0,128.86,13.51,109.0,125.36,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,4,9,34,15,1,1,44,9,8,14,11,9,37,19,9,2,0,0,Normal
2021-03-08,Monday,1,10,3,Summer,0,0,0,0,0,0,0,0.0,27.1,19.4,50.0,,0,0,0,93,19,8,8,7,128,105.0,120.0,144.0,128.14,14.57,121.0,125.07,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,9,38,17,1,1,37,9,7,14,12,9,44,17,12,2,0,0,Normal
2021-03-09,Tuesday,2,10,3,Summer,0,0,0,0,0,1,0,0.0,26.3,18.6,52.5,,0,0,0,91,23,13,6,7,133,128.0,105.0,133.0,125.86,13.09,129.0,125.57,2,1,1,1,1,2,5,1,1,2,1,4,3,3,14,5,11,44,19,1,1,42,11,5,13,13,14,42,17,10,2,3,0,High
2021-03-10,Wednesday,3,10,3,Summer,0,0,0,1,0,0,1,0.0,23.9,14.1,49.3,,0,0,0,100,21,9,16,10,146,133.0,128.0,136.0,125.86,13.09,136.0,125.86,2,1,1,1,1,2,6,1,1,2,1,6,5,4,15,4,10,42,19,2,1,44,11,8,18,13,9,44,15,9,2,2,0,Watch
2021-03-11,Thursday,4,10,3,Summer,0,0,0,0,0,1,0,0.4,26.3,19.0,55.7,,0,0,0,86,20,14,8,8,128,146.0,133.0,146.0,127.29,14.58,118.0,126.57,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,4,9,39,17,1,1,51,11,10,12,12,10,52,22,9,2,1,0,Watch
2021-03-12,Friday,5,10,3,Summer,0,0,0,0,1,0,0,0.0,25.7,16.7,61.7,,0,0,0,90,19,12,8,8,129,128.0,146.0,113.0,124.71,12.49,124.0,127.29,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,4,9,38,17,1,1,43,11,8,13,12,8,47,14,11,3,2,0,Watch
2021-03-13,Saturday,6,10,3,Summer,1,0,0,0,0,0,0,0.0,28.5,20.5,47.0,,0,0,0,72,17,10,11,7,110,129.0,128.0,120.0,127.0,11.56,116.0,127.64,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,4,8,33,15,1,1,43,11,5,15,12,6,46,18,10,2,1,0,Watch
2021-03-14,Sunday,7,10,3,Summer,1,0,0,0,0,0,0,0.0,24.1,15.6,57.2,,0,0,0,76,21,9,12,6,118,110.0,129.0,105.0,125.57,12.88,110.0,127.21,2,1,1,1,1,2,5,1,1,1,1,4,3,3,14,4,10,40,18,2,1,46,12,10,17,12,10,49,21,12,2,0,0,Normal
2021-03-15,Monday,1,11,3,Summer,0,0,1,0,0,0,3,0.0,24.8,17.7,53.4,,0,0,0,99,19,8,17,10,143,118.0,110.0,128.0,127.43,10.5,144.0,127.79,2,1,1,1,1,2,6,1,1,2,1,6,5,3,14,4,9,39,18,2,1,49,11,8,12,12,8,41,16,12,2,3,0,High
2021-03-16,Tuesday,2,11,3,Summer,0,0,0,0,0,1,0,0.1,21.7,10.8,55.2,,0,0,0,93,19,15,8,8,135,143.0,118.0,133.0,129.57,11.84,133.0,127.71,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,4,9,38,17,1,1,37,11,9,14,13,11,50,23,6,2,0,0,Normal
2021-03-17,Wednesday,3,11,3,Summer,0,0,0,1,0,0,1,0.0,29.5,18.4,46.0,,0,0,0,98,16,8,15,9,137,135.0,143.0,146.0,129.86,11.95,136.0,127.86,2,1,1,1,1,2,5,1,1,2,1,5,5,3,13,3,8,34,15,1,1,48,11,8,15,10,6,41,18,9,2,1,0,Watch
2021-03-18,Thursday,4,11,3,Summer,0,0,1,0,0,1,2,0.1,26.1,19.0,51.2,,0,0,0,97,24,14,15,11,150,137.0,135.0,128.0,128.57,10.54,146.0,127.93,2,1,1,1,1,2,6,1,1,2,1,7,5,4,17,5,11,46,20,2,1,41,12,8,17,14,12,61,22,9,2,0,0,Normal
2021-03-19,Friday,5,11,3,Summer,0,0,0,0,1,0,0,0.0,27.0,20.7,49.2,,0,0,0,90,16,11,10,8,127,150.0,137.0,129.0,131.71,12.91,113.0,128.21,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,8,33,15,1,1,49,11,10,10,11,9,30,18,8,2,2,0,Watch
2021-03-20,Saturday,6,11,3,Summer,1,0,0,0,0,0,0,0.0,28.9,19.8,50.0,,0,0,0,80,17,7,11,7,115,127.0,150.0,110.0,131.43,12.99,120.0,129.21,2,1,1,1,1,2,5,1,1,1,1,4,4,3,11,4,8,34,16,1,1,46,13,10,11,11,8,36,14,11,2,1,0,Watch
2021-03-21,Sunday,7,11,3,Summer,1,0,0,0,0,0,0,0.0,24.8,16.2,47.7,,0,0,0,72,17,7,12,7,108,115.0,127.0,118.0,132.14,11.89,105.0,128.86,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,4,8,33,15,1,1,35,8,9,15,13,10,38,18,9,2,0,0,Normal
2021-03-22,Monday,1,12,3,Summer,0,0,0,0,0,0,0,0.0,28.0,21.8,49.5,,0,0,0,98,20,10,8,8,136,108.0,115.0,143.0,130.71,13.93,128.0,129.07,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,9,40,17,1,1,42,11,9,15,12,7,39,19,9,2,2,0,Watch
2021-03-23,Tuesday,2,12,3,Summer,0,0,0,0,0,1,0,0.0,29.9,20.6,44.7,,0,0,0,94,20,15,9,10,138,136.0,108.0,135.0,129.71,13.24,133.0,129.64,2,1,1,1,1,2,5,1,1,2,1,6,4,3,14,4,9,40,17,1,1,54,9,8,15,13,10,49,16,10,2,1,0,Watch
2021-03-24,Wednesday,3,12,3,Summer,0,0,0,1,0,0,1,0.0,26.5,18.0,49.6,,0,0,0,108,18,11,13,9,150,138.0,136.0,137.0,130.14,13.45,146.0,130.0,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,9,38,17,1,1,57,11,10,16,13,11,47,15,8,2,1,0,Watch
2021-03-25,Thursday,4,12,3,Summer,0,0,0,0,0,1,0,0.0,26.2,16.9,56.1,,0,0,0,89,19,14,8,9,130,150.0,138.0,150.0,132.0,15.07,128.0,130.29,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,38,17,1,1,40,10,5,16,11,11,51,15,9,3,1,0,Watch
2021-03-26,Friday,5,12,3,Summer,0,0,0,0,0,0,0,0.9,29.1,18.8,52.3,,0,0,0,87,21,9,7,8,124,130.0,150.0,127.0,129.14,13.16,129.0,130.43,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,10,41,18,1,1,47,15,8,14,13,9,50,20,8,2,1,0,Watch
2021-03-27,Saturday,6,12,3,Summer,1,0,1,0,0,0,1,0.0,31.5,22.9,47.4,,0,0,0,85,15,9,21,11,130,124.0,130.0,115.0,128.71,13.27,110.0,130.07,2,1,2,1,1,2,5,1,1,2,1,7,6,3,14,3,7,31,15,2,1,35,12,7,13,11,5,31,14,9,2,3,0,High
2021-03-28,Sunday,7,12,3,Summer,1,0,0,0,0,0,0,0.0,29.1,20.4,50.0,,0,0,0,76,17,8,14,10,115,130.0,124.0,108.0,130.86,12.04,118.0,131.5,2,1,1,1,1,2,5,1,1,1,1,6,5,3,13,4,8,34,16,1,1,40,12,12,15,11,7,37,15,9,2,2,0,Watch
2021-03-29,Monday,1,13,3,Summer,0,0,1,0,1,0,1,0.0,26.8,20.3,54.2,,0,0,0,103,18,12,12,8,145,115.0,130.0,136.0,131.86,10.26,143.0,131.29,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,9,38,17,1,1,47,12,10,14,13,7,41,17,9,2,1,0,Watch
2021-03-30,Tuesday,2,13,3,Summer,0,0,1,0,0,1,1,0.0,27.0,18.1,43.0,,0,0,0,92,20,12,16,9,140,145.0,115.0,138.0,133.14,11.22,135.0,131.43,2,1,1,1,1,2,5,1,1,2,1,5,5,3,15,4,9,40,17,2,1,43,11,8,18,13,10,53,21,9,2,0,0,Normal
2021-03-31,Wednesday,3,13,3,Summer,0,0,0,1,0,0,1,0.0,30.8,19.0,40.1,,0,0,0,103,14,9,10,9,136,140.0,145.0,150.0,133.43,11.36,137.0,131.79,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,7,32,14,1,1,36,11,4,10,10,6,44,15,9,2,2,0,Watch
2021-04-01,Thursday,4,13,4,Summer,0,0,0,0,0,1,0,0.0,28.4,22.1,46.1,,0,0,0,91,21,14,7,8,133,136.0,140.0,130.0,131.43,9.32,150.0,131.71,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,4,10,41,18,1,1,44,11,7,11,13,11,55,19,9,2,1,0,Watch
2021-04-02,Friday,5,13,4,Summer,0,0,0,0,0,0,0,0.0,29.1,19.6,46.4,,0,0,0,84,15,10,7,7,116,133.0,136.0,124.0,131.86,9.31,127.0,130.5,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,3,7,31,15,1,1,46,14,4,13,10,6,37,16,10,2,1,0,Watch
2021-04-03,Saturday,6,13,4,Summer,1,0,0,0,0,0,0,0.0,25.1,16.4,52.6,,0,0,0,73,21,9,11,7,114,116.0,133.0,130.0,130.71,10.61,115.0,129.71,2,1,1,1,1,2,5,1,1,1,1,4,4,3,13,4,10,39,18,1,1,39,9,11,11,12,12,45,17,9,2,2,0,Watch
2021-04-04,Sunday,7,13,4,Summer,1,0,0,0,0,0,0,0.0,26.9,18.7,44.9,,0,0,0,75,19,9,7,7,110,114.0,116.0,115.0,128.43,12.13,108.0,129.64,2,1,1,1,1,2,4,1,1,1,1,4,3,3,11,4,9,36,16,1,1,39,10,8,9,11,7,41,16,8,2,2,0,Watch
2021-04-05,Monday,1,14,4,Summer,0,0,0,0,0,0,0,0.0,27.8,21.5,43.2,,0,0,0,99,17,8,6,8,130,110.0,114.0,145.0,127.71,13.01,136.0,129.79,2,1,1,1,1,2,5,1,1,2,1,5,3,3,10,4,8,36,16,1,1,40,12,8,8,11,6,39,13,9,2,3,0,High
2021-04-06,Tuesday,2,14,4,Summer,0,0,0,0,0,1,0,0.5,27.1,17.8,43.7,,0,0,0,91,18,12,8,8,129,130.0,110.0,140.0,125.57,11.08,138.0,129.36,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,9,37,16,1,1,44,11,11,12,13,6,34,21,9,2,2,0,Watch
2021-04-07,Wednesday,3,14,4,Summer,0,0,0,1,1,0,1,0.0,28.6,19.6,50.7,,0,0,0,104,17,12,11,9,144,129.0,130.0,136.0,124.0,9.61,150.0,128.71,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,8,36,17,1,1,47,8,8,12,11,9,39,19,11,3,1,0,Watch
2021-04-08,Thursday,4,14,4,Summer,0,0,0,0,0,1,0,0.0,33.5,25.5,48.3,,0,0,0,93,16,15,7,7,131,144.0,129.0,133.0,125.14,11.29,130.0,128.29,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,3,8,34,15,1,1,42,11,7,14,12,9,42,12,8,3,1,0,Watch
2021-04-09,Friday,5,14,4,Summer,0,0,0,0,0,0,0,0.0,29.2,22.7,51.2,,0,0,0,86,18,10,6,6,120,131.0,144.0,116.0,124.86,11.12,124.0,128.36,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,9,36,16,1,1,38,13,8,12,13,8,46,19,12,2,1,0,Watch
2021-04-10,Saturday,6,14,4,Summer,1,0,0,0,0,0,0,0.0,30.3,21.7,50.3,,0,0,0,76,16,8,9,7,109,120.0,131.0,114.0,125.43,10.74,130.0,128.07,2,1,1,1,1,2,4,1,1,1,1,4,3,3,11,3,8,32,14,1,1,45,12,11,14,12,7,28,12,9,3,3,0,High
2021-04-11,Sunday,7,14,4,Summer,1,0,0,0,0,0,0,0.0,30.6,22.5,43.9,,0,0,0,72,15,7,12,6,106,109.0,120.0,110.0,124.71,11.61,115.0,126.57,2,1,1,1,1,2,4,1,1,1,1,4,3,2,11,3,7,30,14,1,1,44,10,8,13,11,7,40,13,11,2,1,0,Watch
2021-04-12,Monday,1,15,4,Summer,0,0,0,0,0,0,0,0.0,28.4,22.0,56.5,,0,0,0,97,16,8,6,7,127,106.0,109.0,130.0,124.14,12.39,145.0,125.93,2,1,1,1,1,2,5,1,1,2,1,4,3,3,10,3,8,34,15,1,1,37,14,3,11,10,7,38,14,9,2,2,0,Watch
2021-04-13,Tuesday,2,15,4,Summer,0,0,0,0,0,1,0,2.1,32.0,22.9,46.9,,0,0,0,93,16,15,7,8,131,127.0,106.0,129.0,123.71,12.23,140.0,124.64,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,3,8,34,15,1,1,35,11,6,13,12,8,38,16,9,2,0,0,Normal
2021-04-14,Wednesday,3,15,4,Summer,0,0,0,1,0,0,1,0.0,30.0,19.0,46.9,,0,0,0,103,16,9,15,8,143,131.0,127.0,144.0,124.0,12.38,136.0,124.0,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,3,8,35,16,1,1,43,14,7,11,11,7,48,18,7,2,2,0,Watch
2021-04-15,Thursday,4,15,4,Summer,0,0,0,0,0,1,0,0.0,28.6,21.2,53.1,,0,0,0,90,18,12,8,8,128,143.0,131.0,131.0,123.86,12.15,133.0,124.5,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,9,36,16,1,1,43,15,8,11,12,11,37,19,7,1,1,0,Watch
2021-04-16,Friday,5,15,4,Summer,0,0,0,0,0,0,0,0.0,32.8,25.0,49.3,,0,0,0,91,18,8,4,6,121,128.0,143.0,120.0,123.43,11.94,116.0,124.14,2,1,1,1,1,2,5,1,1,2,1,4,2,3,10,4,9,37,16,1,1,44,8,10,10,12,9,47,16,10,2,0,0,Normal
2021-04-17,Saturday,6,15,4,Summer,1,0,0,0,0,0,0,0.7,33.1,23.1,49.5,,0,0,0,78,16,7,13,7,114,121.0,128.0,109.0,123.57,11.9,114.0,124.5,2,1,1,1,1,2,5,1,1,1,1,4,4,3,12,3,8,32,15,1,1,47,9,9,15,11,7,38,17,9,2,1,0,Watch
2021-04-18,Sunday,7,15,4,Summer,1,0,0,0,0,0,0,0.0,29.4,22.8,56.8,,0,0,0,75,17,10,11,7,113,114.0,121.0,106.0,124.29,11.13,110.0,124.5,2,1,1,1,1,2,5,1,1,1,1,4,4,3,12,4,8,33,16,1,1,42,11,10,13,12,10,41,15,8,2,1,0,Watch
2021-04-19,Monday,1,16,4,Summer,0,0,0,0,0,0,0,0.0,31.0,23.6,52.5,,0,0,0,96,16,11,7,7,130,113.0,114.0,127.0,125.29,9.66,130.0,124.71,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,8,34,15,1,1,44,14,8,11,11,9,31,13,5,2,2,0,Watch
2021-04-20,Tuesday,2,16,4,Summer,0,0,0,0,0,1,0,0.0,31.0,26.1,50.6,,0,0,0,94,20,12,7,8,133,130.0,113.0,131.0,125.71,9.79,129.0,124.71,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,4,9,40,17,1,1,46,12,3,12,12,11,48,21,9,2,1,0,Watch
2021-04-21,Wednesday,3,16,4,Summer,0,0,0,1,0,0,1,0.0,34.0,26.2,39.5,,0,0,0,104,15,8,12,9,139,133.0,130.0,143.0,126.0,9.97,144.0,125.0,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,7,33,15,1,1,42,11,9,11,11,7,33,20,10,2,0,0,Normal
2021-04-22,Thursday,4,16,4,Summer,0,0,0,0,0,1,0,0.0,32.1,25.0,43.0,,0,0,0,90,16,12,9,7,127,139.0,133.0,128.0,125.43,9.05,131.0,124.64,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,3,8,33,15,1,1,42,11,7,12,12,7,44,19,9,2,1,0,Watch
2021-04-23,Friday,5,16,4,Summer,0,0,0,0,0,0,0,0.0,33.0,25.7,43.1,,0,0,0,92,17,10,7,7,126,127.0,139.0,121.0,125.29,9.02,120.0,124.36,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,8,35,16,1,1,44,10,9,12,13,8,35,13,10,2,1,0,Watch
2021-04-24,Saturday,6,16,4,Summer,1,0,0,0,0,0,0,0.0,30.2,21.1,46.6,,0,0,0,82,17,9,11,8,119,126.0,127.0,114.0,126.0,8.85,109.0,124.79,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,4,8,34,16,1,1,40,10,5,11,11,6,41,20,9,2,2,0,Watch
2021-04-25,Sunday,7,16,4,Summer,1,0,0,0,0,0,0,0.0,30.3,22.4,47.2,,0,0,0,76,14,8,10,8,108,119.0,126.0,113.0,126.71,8.01,106.0,125.5,2,1,1,1,1,2,4,1,1,1,1,5,4,3,10,3,7,29,13,1,1,44,9,9,12,12,6,35,12,8,2,2,0,Watch
2021-04-26,Monday,1,17,4,Summer,0,0,0,0,0,0,0,0.0,31.4,24.0,51.9,,0,0,0,96,23,9,7,8,135,108.0,119.0,130.0,126.0,9.32,127.0,125.64,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,5,11,45,19,1,1,43,13,8,15,15,13,47,16,10,2,1,0,Watch
2021-04-27,Tuesday,2,17,4,Summer,0,0,0,0,0,1,0,0.0,33.3,26.0,40.7,,0,0,0,92,14,13,8,7,127,135.0,108.0,133.0,126.71,9.78,131.0,126.21,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,7,31,14,1,1,38,11,8,10,10,8,42,17,8,2,1,0,Watch
